0x1BB4B5 Script_NavigateHome
0x1F2FE4 Script_SetDisabledCheckedTexture
0x1F30A9 Script_GetColorWheelTexture
0x1F30D3 Script_SetColorWheelTexture
0x1F3155 Script_GetColorWheelThumbTexture
0x1F317F Script_SetColorWheelThumbTexture
0x1F3225 Script_GetColorValueTexture
0x1F324F Script_SetColorValueTexture
0x1F32D1 Script_GetColorValueThumbTexture
0x1F32FB Script_SetColorValueThumbTexture
0x1F33A1 Script_SetColorHSV
0x1F3408 Script_GetColorHSV
0x1F3484 Script_SetColorRGB
0x1F34C6 Script_GetColorRGB
0x1F480A Script_SetFontObject2
0x1F484C Script_GetFontObject2
0x1F488E Script_SetFont2
0x1F48D0 Script_GetFont2
0x1F4912 Script_SetTextColor2
0x1F35BC Script_GetTextColor2
0x1F35FE Script_SetShadowColor2
0x1F3640 Script_GetShadowColor2
0x1F3682 Script_SetShadowOffset2
0x1F36C4 Script_GetShadowOffset2
0x1F3706 Script_SetSpacing2
0x1F3748 Script_GetSpacing2
0x1F378A Script_SetJustifyH2
0x1F37CC Script_GetJustifyH2
0x1F380E Script_SetJustifyV2
0x1F3850 Script_GetJustifyV2
0x1F3892 Script_SetIndentedWordWrap2
0x1F38D4 Script_GetIndentedWordWrap2
0x1F3916 Script_SetAutoFocus
0x1F394A Script_IsAutoFocus
0x1F397B Script_SetCountInvisibleLetters
0x1F39AF Script_IsCountInvisibleLetters
0x1F39E0 Script_SetMultiLine
0x1F3A14 Script_IsMultiLine
0x1F3A45 Script_SetNumeric
0x1F3A79 Script_IsNumeric
0x1F3AAA Script_SetPassword
0x1F3ADE Script_IsPassword
0x1F3B0F Script_SetBlinkSpeed
0x1F3B75 Script_GetBlinkSpeed
0x1F3BAF Script_Insert
0x1F3C01 Script_SetText1
0x1F3C72 Script_GetText1
0x1F3D04 Script_GetDisplayText
0x1F3DD1 Script_SetNumber
0x1F3E42 Script_GetNumber
0x1F3EDE Script_HighlightText
0x1F3F56 Script_AddHistoryLine
0x1F3FC6 Script_ClearHistory
0x1F3FEB Script_SetTextInsets
0x1F41A4 Script_GetTextInsets
0x1F429C Script_SetFocus1
0x1F42C2 Script_ClearFocus1
0x1F42EA Script_HasFocus
0x1F431D Script_SetMaxBytes
0x1F4389 Script_GetMaxBytes
0x1F43C7 Script_SetMaxLetters
0x1F4431 Script_GetMaxLetters
0x1F446C Script_GetNumLetters
0x1F44AC Script_GetHistoryLines
0x1F44E7 Script_SetHistoryLines
0x1F455F Script_GetInputLanguage
0x1F4590 Script_ToggleInputLanguage
0x1F45B5 Script_SetAltArrowKeyMode
0x1F45E9 Script_GetAltArrowKeyMode
0x1F461A Script_IsInIMECompositionMode
0x1F4649 Script_SetCursorPosition
0x1F46BD Script_GetCursorPosition
0x1F46F8 Script_GetUTF8CursorPosition
0x1F4738 Script_Enable1
0x1F4762 Script_Disable1
0x1F478C Script_SetEnabled1
0x1F47D4 Script_IsEnabled1
0x1F4987 Script_SetFontObject3
0x1F49D6 Script_GetFontObject3
0x1F4A25 Script_SetFont3
0x1F4A74 Script_GetFont3
0x1F4AC3 Script_SetTextColor3
0x1F4B12 Script_GetTextColor3
0x1F4B61 Script_SetShadowColor3
0x1F4BB0 Script_GetShadowColor3
0x1F4BFF Script_SetShadowOffset3
0x1F4C4E Script_GetShadowOffset3
0x1F4C9D Script_SetSpacing3
0x1F4CEC Script_GetSpacing3
0x1F4D3B Script_SetJustifyH3
0x1F4D8A Script_GetJustifyH3
0x1F4DD9 Script_SetJustifyV3
0x1F4E28 Script_GetJustifyV3
0x1F4E77 Script_SetIndentedWordWrap3
0x1F4EC6 Script_GetIndentedWordWrap3
0x1F4F15 Script_SetText2
0x1F4F63 Script_SetHyperlinkFormat
0x1F4FCE Script_GetHyperlinkFormat
0x1F4FFB Script_GetContentHeight
0x1F5970 Script_SetModel
0x1F59FE Script_GetModelFileID
0x1F5A3E Script_ClearModel
0x1F5A68 Script_SetPosition
0x1F5AB7 Script_SetFacing
0x1F5B1D Script_SetPitch
0x1F5B83 Script_SetRoll
0x1F5BE9 Script_SetModelScale
0x1F5C4F Script_UseModelCenterToTransform
0x1F5C8B Script_IsUsingModelCenterToTransform
0x1F5CC0 Script_SetSequence
0x1F5D62 Script_SetSequenceTime
0x1F5DEA Script_SetCamera
0x1F5E57 Script_SetLight
0x1F5EE3 Script_GetLight
0x1F60D2 Script_GetPosition
0x1F614E Script_GetFacing
0x1F6188 Script_GetPitch
0x1F61C2 Script_GetRoll
0x1F61FC Script_GetModelScale
0x1F6236 Script_AdvanceTime
0x1F625B Script_ReplaceIconTexture
0x1F62C8 Script_SetFogColor
0x1F6311 Script_GetFogColor
0x1F63AB Script_SetFogNear
0x1F6411 Script_GetFogNear
0x1F644B Script_SetFogFar
0x1F64B1 Script_GetFogFar
0x1F64EB Script_ClearFog
0x1F6510 Script_SetGlow
0x1F6BA9 Script_SetTransform
0x1F6D48 Script_ClearTransform
0x1F6D6D Script_SetModelAlpha
0x1F6DE8 Script_GetModelAlpha
0x1F6E38 Script_SetDesaturation
0x1F6EEC Script_GetDesaturation
0x1F70A8 Script_SetModelDrawLayer
0x1F7067 Script_GetModelDrawLayer
0x1F7134 Script_GetViewTranslation
0x1F71BD Script_SetViewTranslation
0x1F72C8 Script_GetViewInsets
0x1F72F2 Script_SetViewInsets
0x1F7363 Script_HasAttachmentPoints
0x1F657E Script_SetCustomCamera
0x1F65EB Script_MakeCurrentCameraCustom
0x1F6790 Script_HasCustomCamera
0x1F6610 Script_SetCameraFacing
0x1F675A Script_GetCameraFacing
0x1F66D0 Script_SetCameraRoll
0x1F669A Script_GetCameraRoll
0x1F69AB Script_SetCameraTarget
0x1F6922 Script_GetCameraTarget
0x1F6855 Script_SetCameraPosition
0x1F67C4 Script_GetCameraPosition
0x1F6A78 Script_SetCameraDistance
0x1F6B11 Script_GetCameraDistance
0x1F6B4B Script_GetWorldScale
0x1F6F4F Script_TransformCameraSpaceToModelSpace
0x1F7C7B Script_TakeSnapshot
0x1F7CBA Script_ApplySnapshot
0x1F7D46 Script_Flush
0x1F7D6B Script_SetMaxSnapshots
0x1F7DD3 Script_GetMaxSnapshots
0x1F7E00 Script_IsSnapshotValid
0x1F7E74 Script_UsesNPOT
0x1F7EB6 Script_SetScrollChild
0x1F7FED Script_GetScrollChild
0x1F8017 Script_SetHorizontalScroll
0x1F80E0 Script_SetVerticalScroll
0x1F81A9 Script_GetHorizontalScroll
0x1F81FB Script_GetVerticalScroll
0x1F824D Script_GetHorizontalScrollRange
0x1F829F Script_GetVerticalScrollRange
0x1F82F1 Script_UpdateScrollChildRect
0x1F87BD Script_GetThumbTexture
0x1F87E7 Script_SetThumbTexture
0x1F8891 Script_GetOrientation
0x1F88CB Script_SetOrientation
0x1F8335 Script_GetMinMaxValues
0x1F8396 Script_SetMinMaxValues
0x1F8437 Script_GetValue
0x1F8471 Script_SetValue
0x1F84F9 Script_GetValueStep
0x1F8533 Script_SetValueStep
0x1F85AB Script_GetStepsPerPage
0x1F85E9 Script_SetStepsPerPage
0x1F864F Script_GetObeyStepOnDrag
0x1F8683 Script_SetObeyStepOnDrag
0x1F86CD Script_Enable2
0x1F870B Script_Disable2
0x1F8732 Script_SetEnabled2
0x1F8787 Script_IsEnabled2
0x1F8994 Script_GetOrientation1
0x1F89CE Script_SetOrientation1
0x1F8A78 Script_GetMinMaxValues1
0x1F8AD1 Script_SetMinMaxValues1
0x1F8BD0 Script_GetValue1
0x1F8C0A Script_SetValue1
0x1F8C85 Script_GetStatusBarTexture
0x1F8CAF Script_SetStatusBarTexture
0x1F8ECD Script_GetStatusBarAtlas
0x1F8E24 Script_SetStatusBarAtlas
0x1F8F1D Script_GetStatusBarColor
0x1F8FC6 Script_SetStatusBarColor
0x1F900B Script_GetRotatesTexture
0x1F903F Script_SetRotatesTexture
0x1F9073 Script_GetReverseFill
0x1F90AC Script_SetReverseFill
0x1F90E7 Script_GetFillStyle
0x1F9121 Script_SetFillStyle
0x1FAC7F Script_Play
0x1FACA4 Script_Pause
0x1FACC9 Script_Stop
0x1FACF0 Script_Restart
0x1FAD22 Script_IsDone
0x1FAD56 Script_IsPlaying
0x1FAD8A Script_IsPaused
0x1FADBE Script_IsStopped
0x1FADF1 Script_IsDelaying
0x1FB16C Script_GetElapsed
0x1FAE25 Script_SetStartDelay
0x1FAE90 Script_GetStartDelay
0x1FAEC7 Script_SetEndDelay
0x1FAF32 Script_GetEndDelay
0x1FAF69 Script_SetDuration
0x1FAFD4 Script_GetDuration
0x1FB00B Script_GetSmoothProgress
0x1FB042 Script_SetSmoothProgress
0x1FB0AB Script_GetProgress
0x1FB1D1 Script_SetOrder
0x1FB271 Script_GetOrder
0x1FB2CB Script_SetSmoothing
0x1FB37B Script_GetSmoothing
0x1FB3D5 Script_SetParent
0x1FB64F Script_GetRegionParent
0x1FB4DF Script_SetTarget
0x1FB576 Script_SetTargetKey
0x1FB5C4 Script_SetChildKey
0x1FB612 Script_GetTarget
0x1FB69C Script_HasScript1
0x1FB726 Script_GetScript1
0x1F922E Script_SetScript1
0x1F925C Script_HookScript1
0x1F928A Script_SetOffset
0x1F938C Script_GetOffset
0x1F942A Script_SetOffset1
0x1F94C8 Script_GetOffset1
0x1F952D Script_SetOrigin
0x1F95D7 Script_GetOrigin
0x1F961E Script_SetDegrees
0x1F968A Script_GetDegrees
0x1F96CC Script_SetRadians
0x1F9732 Script_GetRadians
0x1F976C Script_SetOrigin1
0x1F9816 Script_GetOrigin1
0x1F985D Script_SetScale1
0x1F98EE Script_GetScale1
0x1F994E Script_SetFromScale
0x1F99DF Script_GetFromScale
0x1F9A3F Script_SetToScale
0x1F9AD0 Script_GetToScale
0x1F9B30 Script_SetParent1
0x1F9C69 Script_SetOffset2
0x1F9D6B Script_GetOffset2
0x1F9E03 Script_SetOrder1
0x1F9E6F Script_GetOrder1
0x1F9E9B Script_SetCurve
0x1F9F30 Script_GetCurve
0x1F9F65 Script_GetControlPoints
0x1FA035 Script_CreateControlPoint
0x1FA21D Script_GetMaxOrder
0x1FA25D Script_SetFromAlpha
0x1FA2C6 Script_GetFromAlpha
0x1FA2FC Script_SetToAlpha
0x1FA365 Script_GetToAlpha
0x1FA39B Script_Play1
0x1FA3F7 Script_Pause1
0x1FA41C Script_Stop1
0x1FA443 Script_Restart1
0x1FA4A4 Script_Finish
0x1FA4C9 Script_GetProgress1
0x1FA505 Script_IsDone1
0x1FA539 Script_IsPlaying1
0x1FA56D Script_IsPaused1
0x1FA59E Script_IsPendingFinish
0x1FA5CF Script_SetToFinalAlpha
0x1FA609 Script_IsSetToFinalAlpha
0x1FA63A Script_GetDuration1
0x1FA671 Script_SetLooping
0x1FA703 Script_GetLooping
0x1FA735 Script_GetLoopState
0x1FA767 Script_GetAnimations
0x1FA866 Script_CreateAnimation
0x1FB0E2 Script_HasScript2
0x1FB1A3 Script_GetScript2
0x1FB243 Script_SetScript2
0x1FB29D Script_HookScript2
0x1FD6E5 Script_IsObjectType1
0x1FD6B4 Script_GetObjectType1
0x1FD760 Script_GetDrawLayer
0x1FD798 Script_SetDrawLayer
0x1FD84A Script_SetVertexColor
0x1FD8C0 Script_GetAlpha2
0x1FD919 Script_SetAlpha2
0x1FD996 Script_SetAlphaGradient
0x1FDA53 Script_Show1
0x1FDA83 Script_Hide1
0x1FDAB3 Script_SetShown1
0x1FDB04 Script_IsVisible1
0x1FDB38 Script_IsShown1
0x1FDB6C Script_GetFontObject4
0x1FDB96 Script_SetFontObject4
0x1FDC7B Script_GetFont4
0x1FDD3E Script_SetFont4
0x1FDED6 Script_GetText2
0x1FDF11 Script_GetFieldSize
0x1FDF33 Script_SetText3
0x1FDFA1 Script_SetFormattedText1
0x1FE026 Script_GetTextColor4
0x1FE0CF Script_SetTextColor4
0x1FE118 Script_GetShadowColor4
0x1FE1B2 Script_SetShadowColor4
0x1FE1FB Script_GetShadowOffset4
0x1FE28D Script_SetShadowOffset4
0x1FE361 Script_GetSpacing4
0x1FE3B3 Script_SetSpacing4
0x1FE44E Script_SetTextHeight
0x1FE519 Script_GetStringWidth
0x1FE589 Script_GetWrappedWidth
0x1FE5F9 Script_GetNumLines
0x1FE645 Script_IsTruncated
0x1FB96F Script_GetStringHeight
0x1FB9DF Script_GetJustifyH4
0x1FBA16 Script_SetJustifyH4
0x1FBA9D Script_GetJustifyV4
0x1FBAD4 Script_SetJustifyV4
0x1FBB94 Script_CanNonSpaceWrap
0x1FBB5B Script_SetNonSpaceWrap
0x1FBC03 Script_CanWordWrap
0x1FBBC8 Script_SetWordWrap
0x1FBC72 Script_GetIndentedWordWrap4
0x1FBC39 Script_SetIndentedWordWrap4
0x1FBD07 Script_GetMaxLines
0x1FBCA6 Script_SetMaxLines
0x1FBD56 Script_GetLineHeight
0x1FBDC6 Script_FindCharacterIndexAtCoordinate
0x1FBEB8 Script_CalculateScreenAreaFromCharacterSpan
0x1FC0C2 Script_SetIgnoreParentAlpha1
0x1FC0FE Script_IsIgnoringParentAlpha1
0x1FC132 Script_SetIgnoreParentScale1
0x1FC16E Script_IsIgnoringParentScale1
0x1FC1A3 Script_IsObjectLoaded1
0x1FC471 Script_SetStartPoint
0x1FC663 Script_GetStartPoint
0x1FC68D Script_SetEndPoint
0x1FC767 Script_GetEndPoint
0x1FC791 Script_SetThickness
0x1FC8BE Script_GetThickness
0x1FC209 Script_IsObjectType2
0x1FC1D8 Script_GetObjectType2
0x1FC284 Script_GetDrawLayer1
0x1FC2D8 Script_SetDrawLayer1
0x1FC3B5 Script_GetBlendMode
0x1FC3E8 Script_SetBlendMode
0x1FC4A2 Script_GetVertexColor
0x1FC54B Script_SetVertexColor1
0x1FC5BA Script_SetGradient
0x1FC6BE Script_SetGradientAlpha
0x1FC825 Script_SetAlpha3
0x1FC910 Script_GetAlpha3
0x1FC969 Script_Show2
0x1FC999 Script_Hide2
0x1FC9C9 Script_SetShown2
0x1FCA1A Script_IsVisible2
0x1FCA4E Script_IsShown2
0x1FCA82 Script_GetTexture
0x1FCAF5 Script_SetTexture
0x1FCC1F Script_SetColorTexture
0x1FCCBB Script_GetTexCoord
0x1FCD37 Script_SetTexCoord
0x1FCED0 Script_SetRotation
0x1FCF9F Script_SetDesaturation1
0x1FCFD5 Script_GetDesaturation1
0x1FD00F Script_SetDesaturated
0x1FD066 Script_IsDesaturated
0x1FD0A8 Script_SetNonBlocking
0x1FD0EC Script_GetNonBlocking
0x1FD120 Script_SetHorizTile
0x1FD166 Script_GetHorizTile
0x1FD19A Script_SetVertTile
0x1FD1E0 Script_GetVertTile
0x1FD214 Script_SetAtlas
0x1FD34A Script_GetAtlas
0x1FD396 Script_SetMask
0x1FD4B4 Script_GetVertexOffset
0x1FD58C Script_SetVertexOffset
0x1FD40C Script_AddMaskTexture
0x1FD460 Script_RemoveMaskTexture
0x201CA9 Script_GetObjectType3
0x201CDA Script_IsObjectType3
0x201D55 Script_GetName1
0x201D99 Script_GetParent
0x201DE6 Script_IsForbidden
0x201E22 Script_GetDebugName
0x2D2330 Script_AVX
0x33D3FF Script_Null
0x33D42D Script_Vec 
0x33D45B Script_IX8 
0x33D489 Script_IX16
0x33D4B7 Script_IX32
0x33D4E5 Script_PIbb
0x33D513 Script_PIsb
0x33D541 Script_PIss
0x33D56F Script_PIib
0x33D59D Script_PIis
0x33D5CB Script_PIii
0x33D5F9 Script_Spar
0x36DFBD Script_Login
0x36E094 Script_LauncherLogin
0x9308C0 Script_CachedLogin
0x9308C0 Dupplicate entry address ******** Script_GetCachedCredentials *****************
0x9308C0 Dupplicate entry address ******** Script_DeleteCachedCredentials *****************
0x36E26B Script_GetExtraAuthInfo
0x36E2A6 Script_SubmitExtraAuthInfo
0x36E360 Script_SubmitCaptcha
0x36E41A Script_SetCaptchaTexture
0x36E4A0 Script_GetState
0x36E535 Script_GetGameAccounts
0x36DCA4 Script_GetAgreementLink
0x36E5AC Script_SelectGameAccount
0x36DBDE Script_GetLastError
0x36DEFC Script_GetWaitQueueInfo
0x36DF33 Script_GetLogonQueueInfo
0x36DD4C Script_ClearLastError
0x36DDBF Script_DisconnectFromServer
0x36DE84 Script_IsLauncherLogin
0x36DE9F Script_AttemptedLauncherLogin
0x36DEEA Script_SetAttemptedLauncherLogin
0x36DEF4 Script_CancelLauncherLogin
0x36DEB9 Script_IsLoginReady
0x36DF69 Script_GetAccountSuspensionRemainingTime
0x371C46 Script_SetCharSelectModelFrame
0x371C9F Script_SetCharSelectBackground
0x371CF9 Script_GetCharacterListUpdate
0x371D01 Script_GetNumCharacters
0x371D27 Script_IsCharacterListUpdatePending
0x371D45 Script_GetCharacterRace
0x371E07 Script_SelectCharacter
0x371E5E Script_GetCharacterSelection
0x371E77 Script_DeleteCharacter
0x371ED0 Script_RenameCharacter
0x371FAD Script_DeclineCharacter
0x3720FE Script_UpdateSelectionCustomizationScene
0x372106 Script_GetCharacterSelectFacing
0x372133 Script_SetCharacterSelectFacing
0x372179 Script_GetSelectBackgroundModel
0x372207 Script_SaveCharacterOrder
0x9308C0 Dupplicate entry address ******** Script_EnableChangeFaction *****************
0x628011 Script_GetPlayersOnServer
0x372068 Script_UndeleteCharacter
0x372053 Script_StartCharacterUndelete
0x37205B Script_EndCharacterUndelete
0x3720AF Script_GetCharacterUndeleteStatus
0x3720F6 Script_CheckCharacterUndeleteCooldown
0x371EBF Script_KioskDeleteAllCharacters
0x372310 Script_RequestConsumptionConversionInfo
0x372377 Script_ConvertConsumptionTime
0x372334 Script_GetConsumptionConversionInfo
0x37955E Script_SetCharCustomizeFrame
0x3795B7 Script_SetCharCustomizeBackground
0x379611 Script_ResetCharCustomize
0x379619 Script_SetCharacterCreateType
0x379658 Script_GetCharacterCreateType
0x379671 Script_GetNameForRace
0x379817 Script_GetFactionForRace
0x379967 Script_IsNeutralRace
0x379A23 Script_GetAvailableRaces
0x379B03 Script_GetAvailableClasses
0x379CBB Script_GetClassesForRace
0x379D9C Script_GetHairCustomization
0x379E0D Script_GetFacialHairCustomization
0x379E89 Script_GetSelectedRace
0x379ECB Script_GetSelectedSex
0x379EF7 Script_GetSelectedClass
0x37877D Script_SetSelectedRace
0x3787C9 Script_SetSelectedSex
0x378816 Script_SetSelectedClass
0x3788A0 Script_SetSelectedPreviewGearType
0x3788DB Script_UpdateCustomizationBackground
0x3788F8 Script_UpdateCustomizationScene
0x378900 Script_CycleCharCustomization
0x378971 Script_RandomizeCharCustomization
0x3789AA Script_GetCharacterCreateFacing
0x3789D7 Script_SetCharacterCreateFacing
0x378A1D Script_GenerateRandomName
0x378A6E Script_RequestRandomName
0x378A76 Script_CreateCharacter
0x378AA4 Script_CustomizeExistingCharacter
0x378AF0 Script_PaidChange_GetPreviousRaceIndex
0x378C1F Script_PaidChange_GetCurrentRaceIndex
0x378C47 Script_PaidChange_GetCurrentClassID
0x378C6E Script_PaidChange_GetName
0x378B0D Script_PaidChange_GetCurrentFaction
0x378C86 Script_IsClassAllowedInKioskMode
0x378CF3 Script_IsRaceClassValid
0x3786C1 Script_IsRaceClassRestricted
0x378DB9 Script_IsCharacterNameValid
0x378E2C Script_GetCreateBackgroundModel
0x378EB8 Script_HasAlteredForm
